Symbol,Date,Time,CompanyName,Title,sentiment_label,sentiment_score,sentiment_category,sentiment_sub_category,sentiment_explanation,sentiment_flags
CHCC,2023-02-06,10:49 AM,Cherat Cement Company Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
HUBC,2023-02-06,3:20 PM,The Hub Power Company Limited,Board Meeting - The Hub Power Company Limited REVOKED,neutral,0.82,Admin,filing_revoked,Previous filing revoked — usually an administrative correction,revocation
ILP,2023-02-06,3:09 PM,Interloop Limited,"Notice of Board Meeting for the Half Year ended December 31, 2022 / Closed Period",neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
ILP,2023-02-06,1:02 PM,Interloop Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
INIL,2023-02-06,9:30 AM,International Industries Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
MEBL,2023-02-06,1:29 PM,Meezan Bank Limited,NOTICE OF BOARD MEETING AND CLOSED PERIOD - MEEZAN BANK LIMITED,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
TGL,2023-02-06,10:44 AM,Tariq Glass Industries Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
ENGRO,2023-02-03,3:04 PM,Engro Corporation Limited,"Board Meeting for the announcement of the financial results for the year ended December 31, 2022",neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
FCCL,2023-02-03,10:38 AM,Fauji Cement Company Limited,152nd Board Meeting of FCCL Rescheduled,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
ILP,2023-02-03,4:05 PM,Interloop Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
LUCK,2023-02-03,9:00 AM,Lucky Cement Limited,Purchase (Buy-Back) by Lucky Cement Limited of its own shares on 02-02-2023,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
BAFL,2023-02-02,1:55 PM,Bank Alfalah Limited,"Financial Results for the Year Ended December 31, 2022 of Bank Alfalah Limited",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
EFERT,2023-02-02,3:11 PM,Engro Fertilizers Limited,Presentation-Analyst Briefing,neutral,0.95,Corporate Event,corporate_briefing,Corporate or investor briefing session,corporate_briefing
FFC,2023-02-02,2:30 PM,Fauji Fertilizer Company Limited,First Corporate Briefing Presentation,neutral,0.95,Corporate Event,corporate_briefing,Corporate or investor briefing session,corporate_briefing
LUCK,2023-02-02,9:15 AM,Lucky Cement Limited,Purchase (Buy-Back) by Lucky Cement Limited of its own shares on 01-02-2023,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
LUCK,2023-02-01,9:15 AM,Lucky Cement Limited,Purchase (Buy-Back) by Lucky Cement Limited of its own shares on 31-01-2023,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
EFERT,2023-01-31,12:33 PM,Engro Fertilizers Limited,Analyst Briefing,neutral,0.95,Corporate Event,corporate_briefing,Corporate or investor briefing session,corporate_briefing
INIL,2023-01-31,2:13 PM,International Industries Limited,FINANCIAL RESULTS FOR THE HALF-YEAR ENDED 31-12-2022,neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
MCB,2023-01-31,2:42 PM,MCB Bank Limited,Board Meeting - MCB Bank Limited,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
FFC,2023-01-30,2:58 PM,Fauji Fertilizer Company Limited,"FFC - Financial Results for the Year Ended December 31, 2022",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
LUCK,2023-01-30,9:16 AM,Lucky Cement Limited,Appointment of Director and Chairman,neutral,0.94,Corporate Event,appointment,Appointment or reappointment of board member or executive,appointment
LUCK,2023-01-30,9:15 AM,Lucky Cement Limited,"FINANCIAL RESULTS FOR THE HALF YEAR ENDED DECEMBER 31, 2022",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
NBP,2023-01-30,2:11 PM,National Bank of Pakistan,APPOINTMENT OF CHAIRMAN AND DIRECTORS ON THE BOARD OF NBP,neutral,0.94,Corporate Event,appointment,Appointment or reappointment of board member or executive,appointment
EFERT,2023-01-27,12:37 PM,Engro Fertilizers Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
ENGRO,2023-01-27,9:15 AM,Engro Corporation Limited,Public Announcement for Buy-Back of Shares,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
LUCK,2023-01-27,4:08 PM,Lucky Cement Limited,Board Meeting in Progress,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
PRL,2023-01-27,3:15 PM,Pakistan Refinery Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
ATRL,2023-01-26,12:40 PM,Attock Refinery Limited,RE-APPOINTMENT OF CHIEF EXECUTIVE OFFICER,neutral,0.93,Corporate Event,executive_change,"Change, appointment, or resignation of chief executive, CFO, or secretary",ceo_cfo_change
ENGRO,2023-01-26,2:52 PM,Engro Corporation Limited,Certified Copy of Special Resolution passed in the Extra Ordinary General Meeting,positive,0.87,Corporate Event,award_achievement,"Company wins award, achieves milestone, or record performance",award_win
FFC,2023-01-26,3:19 PM,Fauji Fertilizer Company Limited,First Corporate Briefing 2023,neutral,0.95,Corporate Event,corporate_briefing,Corporate or investor briefing session,corporate_briefing
FFC,2023-01-26,2:56 PM,Fauji Fertilizer Company Limited,Change in FFC Board Meeting Time,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
HBL,2023-01-26,1:24 PM,Habib Bank Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
POL,2023-01-26,2:48 PM,Pakistan Oilfields Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
FCCL,2023-01-25,9:32 AM,Fauji Cement Company Limited,152nd Board Meeting of FCCL - 16th February 2023,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
LUCK,2023-01-25,11:08 AM,Lucky Cement Limited,CORPORATE BRIEFING SESSION,neutral,0.95,Corporate Event,corporate_briefing,Corporate or investor briefing session,corporate_briefing
POL,2023-01-25,11:29 AM,Pakistan Oilfields Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
UBL,2023-01-25,10:54 AM,United Bank Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
BAFL,2023-01-24,9:15 AM,Bank Alfalah Limited,BOARD MEETING,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
ILP,2023-01-24,3:09 PM,Interloop Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
LUCK,2023-01-24,3:05 PM,Lucky Cement Limited,CORPORATE BRIEFING SESSION,neutral,0.95,Corporate Event,corporate_briefing,Corporate or investor briefing session,corporate_briefing
MCB,2023-01-24,2:32 PM,MCB Bank Limited,"Disclosure of Material Information - Potential Purchase by MCB Bank Limited of 21,664,167 ordinary shares in MCB-Arif Habib Savings and Investments Limited",neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
TGL,2023-01-24,10:13 AM,Tariq Glass Industries Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
FFC,2023-01-23,12:01 PM,Fauji Fertilizer Company Limited,216th Board of Directors Meeting - Fauji Fertilizer Company Limited,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
INIL,2023-01-23,10:14 AM,International Industries Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
SHEL,2023-01-23,3:01 PM,Shell Pakistan Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
LUCK,2023-01-20,11:20 AM,Lucky Cement Limited,BOARD MEETING,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
TGL,2023-01-20,10:10 AM,Tariq Glass Industries Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
DGKC,2023-01-19,9:26 AM,D.G. Khan Cement Company Limited,PRESS RELEASE,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
EFERT,2023-01-18,3:02 PM,Engro Fertilizers Limited,Material Information,neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
ENGRO,2023-01-18,10:33 AM,Engro Corporation Limited,PUBLICATION OF POSTAL BALLOT AND PROVISION OF ELECTRONIC VOTING,neutral,0.97,Admin,voting_material,AGM/EGM voting material or postal ballot,ballot_voting
FFC,2023-01-18,9:37 AM,Fauji Fertilizer Company Limited,Material Information,neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
HUBC,2023-01-18,10:46 AM,The Hub Power Company Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
LUCK,2023-01-18,9:15 AM,Lucky Cement Limited,Purchase (Buy-Back) by Lucky Cement Limited of its own shares on 17.01.2023,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
TGL,2023-01-17,2:52 PM,Tariq Glass Industries Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
INIL,2023-01-16,12:51 PM,International Industries Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
MLCF,2023-01-16,12:53 PM,Maple Leaf Cement Factory Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
POL,2023-01-13,3:32 PM,Pakistan Oilfields Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
